Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1
87.43328816746399
87.43328816746399
87.43328816746399
87.43328816746399
87.43328816746399
87.43328816746399
87.43328816746399
87.43328816746399
87.43328816746399
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
87.3876614218953
86.93830710947654
86.93830710947654
86.93830710947654
86.93830710947654
86.93830710947654
86.93830710947654
86.93830710947654
86.93830710947654
86.93830710947654
86.93830710947654
86.93830710947654
83.98501230539502
83.98501230539502
83.98501230539502
83.98501230539502
83.98501230539502
83.98501230539502
83.98501230539502
83.98501230539502
83.98501230539502
83.98501230539502
83.98501230539502



Kappa:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5900201052790287
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5912411207191749
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5910237794117833
0.5901726145546181
0.5901726145546181
0.5901726145546181
0.5901726145546181
0.5901726145546181
0.5901726145546181
0.5901726145546181
0.5901726145546181
0.5901726145546181
0.5901726145546181
0.5901378887513777
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.5897169724954326
0.589490039250108
0.589490039250108
0.589490039250108
0.589490039250108
0.589490039250108
0.589490039250108
0.589490039250108
0.589490039250108
0.589490039250108
0.5895120383129134
0.5894553010304632
0.589466884367036
0.589466884367036
0.589466884367036
0.589466884367036
0.589466884367036
0.589466884367036
0.589466884367036
0.589466884367036
0.589466884367036
0.589466884367036
0.589466884367036
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5887841981331156
0.5889818543106562
0.5889818543106562
0.5889818543106562
0.5889818543106562
0.5889818543106562
0.5889818543106562
0.5889818543106562
0.5889818543106562
0.5889818543106562
0.5889818543106562
0.5889471408700638
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.5892434776141376
0.585851623886086
0.585851623886086
0.585851623886086
0.585851623886086
0.585851623886086
0.585851623886086
0.585851623886086
0.585851623886086
0.585851623886086
0.585851623886086
0.585851623886086
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5813191061798803
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5860386845947021
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5750745364619615
0.5422096461772593
0.5422096461772593
0.5422096461772593
0.5422096461772593
0.5422096461772593
0.5422096461772593
0.5422096461772593
0.5422096461772593
0.5422096461772593
0.5422096461772593
0.5422096461772593



Best performance:
Performance (-2, 1): 83.98501230539502 (ACC)

Result of Step 1: -12, 11

=== Initial space - End ===

Center is on border of space.

Final result:-12, 11
Classifier: weka.classifiers.functions.Logistic -R 1.0E-12 -M 11
Shutting down thread pool...
Shutting down thread pool...
Starting thread pool with 1 slots...

weka.classifiers.meta.MultiSearch
=================================
Options: -E ACC -search "weka.core.setupgenerator.MathParameter -property classifier.ridge -min -12.0 -max -2.0 -step 1.0 -base 10.0 -expression pow(BASE,I)" -search "weka.core.setupgenerator.MathParameter -property classifier.maxIts -min 1.0 -max 15.0 -step 1.0 -base 10.0 -expression I" -sample-size 100.0 -log-file C:\Users\Su\Desktop\log.txt -initial-folds 10 -subsequent-folds 10 -num-slots 1 -S 1 -W weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1

Step 1:


=== Initial space - Start ===
Determining best values with 10-fold CV in space:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0

Performance (-12, 1): 84.29785076736361 (ACC): cached=false
Performance (-11, 1): 84.29785076736361 (ACC): cached=false
Performance (-10, 1): 84.29785076736361 (ACC): cached=false
Performance (-9, 1): 84.29785076736361 (ACC): cached=false
Performance (-8, 1): 84.29785076736361 (ACC): cached=false
Performance (-7, 1): 84.29785076736361 (ACC): cached=false
Performance (-6, 1): 84.29785076736361 (ACC): cached=false
Performance (-5, 1): 84.29785076736361 (ACC): cached=false
Performance (-4, 1): 84.29785076736361 (ACC): cached=false
Performance (-3, 1): 84.29785076736361 (ACC): cached=false
Performance (-2, 1): 84.29785076736361 (ACC): cached=false
Performance (-12, 2): 86.8127141167253 (ACC): cached=false
Performance (-11, 2): 86.8127141167253 (ACC): cached=false
Performance (-10, 2): 86.8127141167253 (ACC): cached=false
Performance (-9, 2): 86.8127141167253 (ACC): cached=false
Performance (-8, 2): 86.8127141167253 (ACC): cached=false
Performance (-7, 2): 86.8127141167253 (ACC): cached=false
Performance (-6, 2): 86.8127141167253 (ACC): cached=false
Performance (-5, 2): 86.8127141167253 (ACC): cached=false
Performance (-4, 2): 86.8127141167253 (ACC): cached=false
Performance (-3, 2): 86.8127141167253 (ACC): cached=false
Performance (-2, 2): 86.8127141167253 (ACC): cached=false
Performance (-12, 3): 87.35962392269522 (ACC): cached=false
Performance (-11, 3): 87.35962392269522 (ACC): cached=false
Performance (-10, 3): 87.35962392269522 (ACC): cached=false
Performance (-9, 3): 87.35962392269522 (ACC): cached=false
Performance (-8, 3): 87.35962392269522 (ACC): cached=false
Performance (-7, 3): 87.35962392269522 (ACC): cached=false
Performance (-6, 3): 87.35962392269522 (ACC): cached=false
Performance (-5, 3): 87.35962392269522 (ACC): cached=false
Performance (-4, 3): 87.35962392269522 (ACC): cached=false
Performance (-3, 3): 87.35962392269522 (ACC): cached=false
Performance (-2, 3): 87.35962392269522 (ACC): cached=false
Performance (-12, 4): 87.37498655769437 (ACC): cached=false
Performance (-11, 4): 87.37498655769437 (ACC): cached=false
Performance (-10, 4): 87.37498655769437 (ACC): cached=false
Performance (-9, 4): 87.37498655769437 (ACC): cached=false
Performance (-8, 4): 87.37498655769437 (ACC): cached=false
Performance (-7, 4): 87.37498655769437 (ACC): cached=false
Performance (-6, 4): 87.37498655769437 (ACC): cached=false
Performance (-5, 4): 87.37498655769437 (ACC): cached=false
Performance (-4, 4): 87.37498655769437 (ACC): cached=false
Performance (-3, 4): 87.37498655769437 (ACC): cached=false
Performance (-2, 4): 87.37498655769437 (ACC): cached=false
Performance (-12, 5): 87.41646567219209 (ACC): cached=false
Performance (-11, 5): 87.41646567219209 (ACC): cached=false
Performance (-10, 5): 87.41646567219209 (ACC): cached=false
Performance (-9, 5): 87.41646567219209 (ACC): cached=false
Performance (-8, 5): 87.41646567219209 (ACC): cached=false
Performance (-7, 5): 87.41646567219209 (ACC): cached=false
Performance (-6, 5): 87.41646567219209 (ACC): cached=false
Performance (-5, 5): 87.41646567219209 (ACC): cached=false
Performance (-4, 5): 87.41646567219209 (ACC): cached=false
Performance (-3, 5): 87.41646567219209 (ACC): cached=false
Performance (-2, 5): 87.41646567219209 (ACC): cached=false
Performance (-12, 6): 87.5255403806861 (ACC): cached=false
Performance (-11, 6): 87.5255403806861 (ACC): cached=false
Performance (-10, 6): 87.5255403806861 (ACC): cached=false
Performance (-9, 6): 87.5255403806861 (ACC): cached=false
Performance (-8, 6): 87.5255403806861 (ACC): cached=false
Performance (-7, 6): 87.5255403806861 (ACC): cached=false
Performance (-6, 6): 87.5255403806861 (ACC): cached=false
Performance (-5, 6): 87.5255403806861 (ACC): cached=false
Performance (-4, 6): 87.5255403806861 (ACC): cached=false
Performance (-3, 6): 87.5255403806861 (ACC): cached=false
Performance (-2, 6): 87.5255403806861 (ACC): cached=false
Performance (-12, 7): 87.58238213018296 (ACC): cached=false
Performance (-11, 7): 87.58238213018296 (ACC): cached=false
Performance (-10, 7): 87.58238213018296 (ACC): cached=false
Performance (-9, 7): 87.58238213018296 (ACC): cached=false
Performance (-8, 7): 87.58238213018296 (ACC): cached=false
Performance (-7, 7): 87.58238213018296 (ACC): cached=false
Performance (-6, 7): 87.58238213018296 (ACC): cached=false
Performance (-5, 7): 87.58238213018296 (ACC): cached=false
Performance (-4, 7): 87.58238213018296 (ACC): cached=false
Performance (-3, 7): 87.58238213018296 (ACC): cached=false
Performance (-2, 7): 87.58238213018296 (ACC): cached=false
Performance (-12, 8): 87.55933817768424 (ACC): cached=false
Performance (-11, 8): 87.55933817768424 (ACC): cached=false
Performance (-10, 8): 87.55933817768424 (ACC): cached=false
Performance (-9, 8): 87.55933817768424 (ACC): cached=false
Performance (-8, 8): 87.55933817768424 (ACC): cached=false
Performance (-7, 8): 87.55933817768424 (ACC): cached=false
Performance (-6, 8): 87.55933817768424 (ACC): cached=false
Performance (-5, 8): 87.55933817768424 (ACC): cached=false
Performance (-4, 8): 87.55933817768424 (ACC): cached=false
Performance (-3, 8): 87.55933817768424 (ACC): cached=false
Performance (-2, 8): 87.55933817768424 (ACC): cached=false
Performance (-12, 9): 87.53322169818567 (ACC): cached=false
Performance (-11, 9): 87.53322169818567 (ACC): cached=false
Performance (-10, 9): 87.53322169818567 (ACC): cached=false
Performance (-9, 9): 87.53322169818567 (ACC): cached=false
Performance (-8, 9): 87.53322169818567 (ACC): cached=false
Performance (-7, 9): 87.53322169818567 (ACC): cached=false
Performance (-6, 9): 87.53322169818567 (ACC): cached=false
Performance (-5, 9): 87.53322169818567 (ACC): cached=false
Performance (-4, 9): 87.53322169818567 (ACC): cached=false
Performance (-3, 9): 87.53322169818567 (ACC): cached=false
Performance (-2, 9): 87.53322169818567 (ACC): cached=false
Performance (-12, 10): 87.55319312368458 (ACC): cached=false
Performance (-11, 10): 87.55319312368458 (ACC): cached=false
Performance (-10, 10): 87.55319312368458 (ACC): cached=false
Performance (-9, 10): 87.55319312368458 (ACC): cached=false
Performance (-8, 10): 87.55319312368458 (ACC): cached=false
Performance (-7, 10): 87.55319312368458 (ACC): cached=false
Performance (-6, 10): 87.55319312368458 (ACC): cached=false
Performance (-5, 10): 87.55319312368458 (ACC): cached=false
Performance (-4, 10): 87.55319312368458 (ACC): cached=false
Performance (-3, 10): 87.55319312368458 (ACC): cached=false
Performance (-2, 10): 87.55319312368458 (ACC): cached=false
Performance (-12, 11): 87.57470081268339 (ACC): cached=false
Performance (-11, 11): 87.57470081268339 (ACC): cached=false
Performance (-10, 11): 87.57470081268339 (ACC): cached=false
Performance (-9, 11): 87.57470081268339 (ACC): cached=false
Performance (-8, 11): 87.57470081268339 (ACC): cached=false
Performance (-7, 11): 87.57470081268339 (ACC): cached=false
Performance (-6, 11): 87.57470081268339 (ACC): cached=false
Performance (-5, 11): 87.57470081268339 (ACC): cached=false
Performance (-4, 11): 87.57470081268339 (ACC): cached=false
Performance (-3, 11): 87.57470081268339 (ACC): cached=false
Performance (-2, 11): 87.57470081268339 (ACC): cached=false
Performance (-12, 12): 87.57316454918347 (ACC): cached=false
Performance (-11, 12): 87.57316454918347 (ACC): cached=false
Performance (-10, 12): 87.57316454918347 (ACC): cached=false
Performance (-9, 12): 87.57316454918347 (ACC): cached=false
Performance (-8, 12): 87.57316454918347 (ACC): cached=false
Performance (-7, 12): 87.57316454918347 (ACC): cached=false
Performance (-6, 12): 87.57316454918347 (ACC): cached=false
Performance (-5, 12): 87.57316454918347 (ACC): cached=false
Performance (-4, 12): 87.57316454918347 (ACC): cached=false
Performance (-3, 12): 87.57316454918347 (ACC): cached=false
Performance (-2, 12): 87.57316454918347 (ACC): cached=false
Performance (-12, 13): 87.56855575868373 (ACC): cached=false
Performance (-11, 13): 87.56855575868373 (ACC): cached=false
Performance (-10, 13): 87.56855575868373 (ACC): cached=false
Performance (-9, 13): 87.56855575868373 (ACC): cached=false
Performance (-8, 13): 87.56855575868373 (ACC): cached=false
Performance (-7, 13): 87.56855575868373 (ACC): cached=false
Performance (-6, 13): 87.56855575868373 (ACC): cached=false
Performance (-5, 13): 87.56855575868373 (ACC): cached=false
Performance (-4, 13): 87.56855575868373 (ACC): cached=false
Performance (-3, 13): 87.56855575868373 (ACC): cached=false
Performance (-2, 13): 87.56855575868373 (ACC): cached=false
Performance (-12, 14): 87.57316454918347 (ACC): cached=false
Performance (-11, 14): 87.57316454918347 (ACC): cached=false
Performance (-10, 14): 87.57316454918347 (ACC): cached=false
Performance (-9, 14): 87.57316454918347 (ACC): cached=false
Performance (-8, 14): 87.57316454918347 (ACC): cached=false
Performance (-7, 14): 87.57316454918347 (ACC): cached=false
Performance (-6, 14): 87.57316454918347 (ACC): cached=false
Performance (-5, 14): 87.57316454918347 (ACC): cached=false
Performance (-4, 14): 87.57316454918347 (ACC): cached=false
Performance (-3, 14): 87.57316454918347 (ACC): cached=false
Performance (-2, 14): 87.57316454918347 (ACC): cached=false
Performance (-12, 15): 87.5946722381823 (ACC): cached=false
Performance (-11, 15): 87.5946722381823 (ACC): cached=false
Performance (-10, 15): 87.5946722381823 (ACC): cached=false
Performance (-9, 15): 87.5946722381823 (ACC): cached=false
Performance (-8, 15): 87.5946722381823 (ACC): cached=false
Performance (-7, 15): 87.5946722381823 (ACC): cached=false
Performance (-6, 15): 87.5946722381823 (ACC): cached=false
Performance (-5, 15): 87.5946722381823 (ACC): cached=false
Performance (-4, 15): 87.5946722381823 (ACC): cached=false
Performance (-3, 15): 87.5946722381823 (ACC): cached=false
Performance (-2, 15): 87.5946722381823 (ACC): cached=false

Correlation coefficient:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN
NaN



Root mean squared error:
2-dimensional space:
 - 1. dimension: classifier.ridge, min: -12.0, max: -2.0, step: 1.0
 - 2. dimension: classifier.maxIts, min: 1.0, max: 15.0, step: 1.0
0.314815015609582
0.31481501560958125
0.31481501560957653
0.3148150156095286
0.31481501560903885
0.3148150156041609
0.3148150155553659
0.31481501506740495
0.31481501018781227
0.3148149613926577
0.31481447351743
0.31480341574110815
0.31480341574110776
0.314803415741105
0.31480341574107495
0.3148034157407691
0.314803415737705
0.3148034157070639
0.31480341540064993
0.31480341233651643
0.3148033816953192
0.31480307529729623
0.31456192542277195
0.31456192542277195
0.3145619254227686
0.31456192542273503
0.3145619254224058
0.3145619254191063
0.3145619253861176
0.314561925056238
0.3145619217574151
0.31456188876952396
0.31456155892371473
0.3146307039143973
0.31463070391439646
0.31463070391439324
0.3146307039143558
0.3146307039139846
0.31463070391028664
0.3146307038732969
0.31463070350340805
0.31463069980451835
0.31463066281608537
0.31463029297870065
0.31482906255387527
0.3148290625538749
0.3148290625538709
0.314829062553823
0.31482906255335796
0.31482906254871196
0.314829062502237
