=== Predictions on user test set ===

    inst#     actual  predicted error prediction
      793        1:?      2:Yes       0.98 
      794        1:?      2:Yes       1 
      795        1:?       1:No       0.92 
      796        1:?      2:Yes       0.88 
      797        1:?      2:Yes       0.82 
      798        1:?      2:Yes       0.99 
      799        1:?      2:Yes       1 
      800        1:?      2:Yes       0.97 
      801        1:?      2:Yes       1 
      802        1:?      2:Yes       0.88 
      803        1:?      2:Yes       0.79 
      804        1:?      2:Yes       0.92 
      805        1:?      2:Yes       0.98 
      806        1:?      2:Yes       0.94 
      807        1:?       1:No       0.74 
      808        1:?      2:Yes       1 
      809        1:?      2:Yes       1 
      810        1:?       1:No       0.88 
      811        1:?      2:Yes       0.92 
      812        1:?      2:Yes       0.9 
      813        1:?      2:Yes       0.95 
      814        1:?      2:Yes       0.89 
      815        1:?      2:Yes       0.96 
      816        1:?      2:Yes       0.96 
      817        1:?      2:Yes       0.84 
      818        1:?      2:Yes       0.96 
      819        1:?      2:Yes       0.96 
      820        1:?      2:Yes       1 
      821        1:?      2:Yes       0.92 
      822        1:?      2:Yes       0.9 
      823        1:?      2:Yes       0.91 
      824        1:?      2:Yes       0.65 
      825        1:?       1:No       0.58 
      826        1:?      2:Yes       0.72 
      827        1:?      2:Yes       1 
      828        1:?      2:Yes       0.83 
      829        1:?      2:Yes       0.98 
      830        1:?      2:Yes       0.99 
      831        1:?      2:Yes       0.97 
      832        1:?      2:Yes       0.94 
      833        1:?      2:Yes       0.98 
      834        1:?      2:Yes       0.75 
      835        1:?      2:Yes       0.85 
      836        1:?      2:Yes       0.91 
      837        1:?      2:Yes       0.97 
      838        1:?      2:Yes       1 
      839        1:?      2:Yes       0.53 
      840        1:?      2:Yes       1 
      841        1:?      2:Yes       0.91 
      842        1:?       1:No       0.66 
      843        1:?      2:Yes       0.93 
      844        1:?      2:Yes       0.99 
      845        1:?      2:Yes       0.82 
      846        1:?      2:Yes       0.85 
      847        1:?      2:Yes       1 
      848        1:?      2:Yes       0.98 
      849        1:?      2:Yes       0.98 
      850        1:?      2:Yes       0.78 
      851        1:?      2:Yes       0.95 
      852        1:?      2:Yes       0.88 
      853        1:?      2:Yes       1 
      854        1:?      2:Yes       0.86 
      855        1:?      2:Yes       0.98 
      856        1:?      2:Yes       0.88 
      857        1:?      2:Yes       0.97 
      858        1:?      2:Yes       0.99 
      859        1:?      2:Yes       0.92 
      860        1:?      2:Yes       1 
      861        1:?      2:Yes       0.98 
      862        1:?      2:Yes       0.76 
      863        1:?      2:Yes       0.98 
      864        1:?       1:No       0.85 
      865        1:?      2:Yes       0.92 
      866        1:?      2:Yes       0.9 
      867        1:?      2:Yes       1 
      868        1:?      2:Yes       0.98 
      869        1:?      2:Yes       0.86 
      870        1:?      2:Yes       1 
      871        1:?      2:Yes       0.94 
      872        1:?      2:Yes       0.96 
      873        1:?      2:Yes       1 
      874        1:?      2:Yes       0.99 
      875        1:?      2:Yes       0.96 
      876        1:?      2:Yes       0.92 
      877        1:?      2:Yes       0.99 
      878        1:?      2:Yes       0.95 
      879        1:?      2:Yes       0.67 
      880        1:?      2:Yes       0.95 
      881        1:?      2:Yes       1 
      882        1:?      2:Yes       0.93 
      883        1:?       1:No       0.68 
      884        1:?      2:Yes       0.92 
      885        1:?      2:Yes       0.99 
      886        1:?      2:Yes       1 
      887        1:?       1:No       0.8 
      888        1:?      2:Yes       1 
      889        1:?      2:Yes       0.92 
      890        1:?      2:Yes       0.96 
      891        1:?      2:Yes       0.97 
      892        1:?      2:Yes       1 
      893        1:?      2:Yes       0.92 
      894        1:?      2:Yes       1 
      895        1:?      2:Yes       0.86 
      896        1:?      2:Yes       0.99 
      897        1:?      2:Yes       0.82 
      898        1:?      2:Yes       0.93 
      899        1:?      2:Yes       0.58 
      900        1:?       1:No       0.74 
      901        1:?      2:Yes       0.93 
      902        1:?       1:No       0.52 
      903        1:?      2:Yes       0.86 
      904        1:?      2:Yes       0.87 
      905        1:?      2:Yes       1 
      906        1:?      2:Yes       0.83 
      907        1:?       1:No       0.72 
      908        1:?      2:Yes       0.57 
      909        1:?      2:Yes       0.79 
      910        1:?      2:Yes       0.93 
      911        1:?      2:Yes       0.94 
      912        1:?      2:Yes       0.84 
      913        1:?      2:Yes       1 
      914        1:?      2:Yes       0.98 
      915        1:?      2:Yes       0.89 
      916        1:?      2:Yes       0.89 
      917        1:?      2:Yes       0.99 
      918        1:?      2:Yes       1 
      919        1:?      2:Yes       0.96 
      920        1:?      2:Yes       0.97 
      921        1:?      2:Yes       0.79 
      922        1:?      2:Yes       0.99 
      923        1:?      2:Yes       0.92 
      924        1:?       1:No       0.51 
      925        1:?      2:Yes       0.98 
      926        1:?      2:Yes       0.89 
      927        1:?      2:Yes       0.96 
      928        1:?      2:Yes       0.98 
      929        1:?      2:Yes       0.94 
      930        1:?      2:Yes       0.86 
      931        1:?      2:Yes       0.88 
      932        1:?      2:Yes       0.87 
      933        1:?      2:Yes       0.98 
      934        1:?       1:No       0.53 
      935        1:?       1:No       0.76 
      936        1:?      2:Yes       1 
      937        1:?      2:Yes       0.95 
      938        1:?      2:Yes       0.98 
      939        1:?      2:Yes       0.91 
      940        1:?      2:Yes       0.86 
      941        1:?      2:Yes       1 
      942        1:?      2:Yes       0.93 
      943        1:?      2:Yes       0.94 
      944        1:?      2:Yes       1 
      945        1:?      2:Yes       0.79 
      946        1:?      2:Yes       0.99 
      947        1:?      2:Yes       0.92 
      948        1:?      2:Yes       0.8 
      949        1:?      2:Yes       0.88 
      950        1:?      2:Yes       1 
      951        1:?      2:Yes       0.88 
      952        1:?      2:Yes       0.98 
      953        1:?      2:Yes       0.85 
      954        1:?      2:Yes       0.74 
      955        1:?      2:Yes       0.98 
      956        1:?      2:Yes       0.78 
      957        1:?      2:Yes       0.9 
      958        1:?      2:Yes       0.92 
      959        1:?      2:Yes       0.95 
      960        1:?       1:No       0.92 
      961        1:?      2:Yes       0.97 
      962        1:?      2:Yes       0.68 
      963        1:?      2:Yes       0.56 
      964        1:?      2:Yes       0.88 
      965        1:?      2:Yes       0.98 
      966        1:?       1:No       0.59 
      967        1:?      2:Yes       0.95 
      968        1:?      2:Yes       0.98 
      969        1:?      2:Yes       0.98 
      970        1:?      2:Yes       0.95 
      971        1:?      2:Yes       0.99 
      972        1:?      2:Yes       0.93 
      973        1:?      2:Yes       0.99 
      974        1:?      2:Yes       0.79 
      975        1:?      2:Yes       0.96 
      976        1:?       1:No       0.84 
      977        1:?      2:Yes       0.93 
      978        1:?      2:Yes       0.8 
      979        1:?      2:Yes       0.96 
      980        1:?      2:Yes       0.99 
      981        1:?      2:Yes       0.65 
      982        1:?      2:Yes       0.73 
      983        1:?      2:Yes       0.97 
      984        1:?      2:Yes       0.98 
      985        1:?       1:No       0.61 
      986        1:?      2:Yes       1 
      987        1:?      2:Yes       1 
      988        1:?      2:Yes       1 
      989        1:?      2:Yes       0.85 
      990        1:?      2:Yes       0.94 
      991        1:?      2:Yes       0.91 
      992        1:?      2:Yes       0.94 
      993        1:?      2:Yes       0.97 
      994        1:?      2:Yes       0.89 
      995        1:?      2:Yes       0.92 
      996        1:?      2:Yes       0.98 
      997        1:?      2:Yes       0.95 
      998        1:?      2:Yes       1 
      999        1:?      2:Yes       0.96 
     1000        1:?      2:Yes       0.98 
     1001        1:?      2:Yes       0.9 
     1002        1:?       1:No       1 
     1003        1:?      2:Yes       0.87 
     1004        1:?      2:Yes       0.98 
     1005        1:?      2:Yes       0.95 
     1006        1:?      2:Yes       0.54 
     1007        1:?      2:Yes       0.99 
     1008        1:?      2:Yes       0.97 
